O43681	9606.ENSP00000466379
Q9BW91	9606.ENSP00000303575
O00329	9606.ENSP00000366563
P35348	9606.ENSP00000369960
Q13907	9606.ENSP00000370748
Q96I15	9606.ENSP00000254663
Q9BQE3	9606.ENSP00000301072
P35225	9606.ENSP00000304915
P08243	9606.ENSP00000175506
P48507	9606.ENSP00000359258
Q16644	9606.ENSP00000396467
P16144	9606.ENSP00000200181
P22301	9606.ENSP00000412237
Q9H015	9606.ENSP00000200652
Q9Y689	9606.ENSP00000295087
P51161	9606.ENSP00000377549
Q08257	9606.ENSP00000399805
P51178	9606.ENSP00000430344
P10632	9606.ENSP00000360317
P04049	9606.ENSP00000251849
P22749	9606.ENSP00000263863
Q9HB40	9606.ENSP00000262288
P26010	9606.ENSP00000267082
P03905	9606.ENSP00000354961
Q9Y6I3	9606.ENSP00000406209
P36959	9606.ENSP00000259727
P45984	9606.ENSP00000394560
Q9UI09	9606.ENSP00000330737
P15509	9606.ENSP00000394227
P78536	9606.ENSP00000309968
O15554	9606.ENSP00000262888
P42338	9606.ENSP00000289153
Q9UQL6	9606.ENSP00000225983
P20339	9606.ENSP00000273047
P45381	9606.ENSP00000263080
Q96CD2	9606.ENSP00000343190
P61073	9606.ENSP00000386884
Q9BWD1	9606.ENSP00000356015
Q9BUF5	9606.ENSP00000318697
Q96DP5	9606.ENSP00000220058
P00966	9606.ENSP00000361471
P25963	9606.ENSP00000216797
P19099	9606.ENSP00000325822
Q16775	9606.ENSP00000380514
P00750	9606.ENSP00000220809
P49327	9606.ENSP00000304592
Q14534	9606.ENSP00000265896
P47929	9606.ENSP00000367891
Q9Y5Y6	9606.ENSP00000278742
P01106	9606.ENSP00000479618
Q9UBK8	9606.ENSP00000264668
P35626	9606.ENSP00000317578
P30536	9606.ENSP00000379563
P35913	9606.ENSP00000420295
P31040	9606.ENSP00000264932
P18510	9606.ENSP00000259206
P07478	9606.ENSP00000485444
P78329	9606.ENSP00000221700
O15375	9606.ENSP00000390564
P04083	9606.ENSP00000366109
Q9Y6B6	9606.ENSP00000385432
P00374	9606.ENSP00000396308
P05362	9606.ENSP00000264832
P48067	9606.ENSP00000353791
P08620	9606.ENSP00000168712
Q7L0J3	9606.ENSP00000358142
Q9UI33	9606.ENSP00000307599
P10915	9606.ENSP00000274341
Q9BVA1	9606.ENSP00000259818
P10828	9606.ENSP00000379904
P05121	9606.ENSP00000223095
P13995	9606.ENSP00000377617
O43741	9606.ENSP00000254101
P13929	9606.ENSP00000324105
P35247	9606.ENSP00000361366
O95477	9606.ENSP00000363868
O43766	9606.ENSP00000261434
P23378	9606.ENSP00000370737
O60427	9606.ENSP00000322229
Q9Y6Y9	9606.ENSP00000284818
P02585	9606.ENSP00000361636
P46059	9606.ENSP00000365686
Q07343	9606.ENSP00000332116
P09619	9606.ENSP00000261799
P11274	9606.ENSP00000303507
P04141	9606.ENSP00000296871
P27708	9606.ENSP00000264705
P53355	9606.ENSP00000386135
Q969I3	9606.ENSP00000300079
P78508	9606.ENSP00000357068
P40616	9606.ENSP00000261636
P18858	9606.ENSP00000263274
P51671	9606.ENSP00000302234
P30305	9606.ENSP00000245960
O60218	9606.ENSP00000352584
P25116	9606.ENSP00000321326
P49411	9606.ENSP00000322439
P30405	9606.ENSP00000225174
P28221	9606.ENSP00000363748
P09960	9606.ENSP00000228740
P03897	9606.ENSP00000355206
P12104	9606.ENSP00000274024
P07195	9606.ENSP00000379386
Q9BVJ7	9606.ENSP00000357087
Q96F10	9606.ENSP00000269298
P00505	9606.ENSP00000245206
P28908	9606.ENSP00000263932
Q9H3S4	9606.ENSP00000353165
P26640	9606.ENSP00000364815
P40261	9606.ENSP00000441434
P52961	9606.ENSP00000250693
P11310	9606.ENSP00000359871
P09110	9606.ENSP00000333664
Q9H244	9606.ENSP00000307259
P36507	9606.ENSP00000262948
P25103	9606.ENSP00000303522
P25929	9606.ENSP00000354652
P21964	9606.ENSP00000354511
P07101	9606.ENSP00000370571
O00180	9606.ENSP00000355580
Q15166	9606.ENSP00000265627
P62913	9606.ENSP00000363676
P19652	9606.ENSP00000394936
Q99418	9606.ENSP00000408236
P41250	9606.ENSP00000373918
P37059	9606.ENSP00000199936
P08311	9606.ENSP00000216336
P12724	9606.ENSP00000302324
Q9UJ70	9606.ENSP00000477639
Q01082	9606.ENSP00000349259
P23280	9606.ENSP00000366654
Q9NRE1	9606.ENSP00000369753
Q9HA77	9606.ENSP00000257347
Q14032	9606.ENSP00000259407
Q8TF76	9606.ENSP00000325290
Q03403	9606.ENSP00000291526
Q9UBX3	9606.ENSP00000461324
P22891	9606.ENSP00000344458
P11836	9606.ENSP00000314620
Q9NY72	9606.ENSP00000376523
O00764	9606.ENSP00000291565
Q16665	9606.ENSP00000437955
Q96FI4	9606.ENSP00000347170
P00488	9606.ENSP00000264870
Q9Y6L7	9606.ENSP00000350630
Q99933	9606.ENSP00000420514
Q9Y646	9606.ENSP00000220763
Q99062	9606.ENSP00000362195
P04731	9606.ENSP00000478425
P27797	9606.ENSP00000320866
Q14749	9606.ENSP00000361894
Q92887	9606.ENSP00000359478
Q96KS0	9606.ENSP00000469686
P09466	9606.ENSP00000417898
P22033	9606.ENSP00000274813
P27487	9606.ENSP00000353731
P49915	9606.ENSP00000419851
P17302	9606.ENSP00000282561
P32322	9606.ENSP00000384949
Q8WTV0	9606.ENSP00000261693
Q9P2R7	9606.ENSP00000367923
Q02318	9606.ENSP00000258415
Q13564	9606.ENSP00000351990
P25786	9606.ENSP00000414359
P06493	9606.ENSP00000378699
P21589	9606.ENSP00000257770
P82251	9606.ENSP00000023064
Q92696	9606.ENSP00000382341
Q02338	9606.ENSP00000376184
Q8NBP7	9606.ENSP00000303208
Q9Y2Q0	9606.ENSP00000371084
Q96AZ6	9606.ENSP00000306565
P47869	9606.ENSP00000421828
P45844	9606.ENSP00000354995
Q92637	9606.ENSP00000358391
Q9UHQ9	9606.ENSP00000356218
P13631	9606.ENSP00000388510
P29218	9606.ENSP00000408526
P21980	9606.ENSP00000355330
P67775	9606.ENSP00000418447
P41091	9606.ENSP00000253039
Q9NQX3	9606.ENSP00000417901
P14416	9606.ENSP00000354859
P48169	9606.ENSP00000264318
P29466	9606.ENSP00000433138
P20333	9606.ENSP00000365435
Q15825	9606.ENSP00000276410
P25705	9606.ENSP00000381736
P39086	9606.ENSP00000382791
Q8N9I0	9606.ENSP00000356236
Q13464	9606.ENSP00000382697
Q9Y3I0	9606.ENSP00000216038
P02775	9606.ENSP00000296028
Q99714	9606.ENSP00000168216
P12883	9606.ENSP00000347507
P00387	9606.ENSP00000354468
P34896	9606.ENSP00000318868
P11137	9606.ENSP00000353508
P10253	9606.ENSP00000305692
P62714	9606.ENSP00000221138
O60264	9606.ENSP00000283131
P09238	9606.ENSP00000279441
Q16099	9606.ENSP00000435648
Q6WRI0	9606.ENSP00000282466
Q6UWM7	9606.ENSP00000343490
P51003	9606.ENSP00000216277
Q01581	9606.ENSP00000322706
P54760	9606.ENSP00000350896
P16471	9606.ENSP00000482954
P07203	9606.ENSP00000407375
P84077	9606.ENSP00000440005
P19878	9606.ENSP00000356505
Q14003	9606.ENSP00000434241
P01137	9606.ENSP00000221930
P22694	9606.ENSP00000359719
Q05655	9606.ENSP00000378217
Q5NUL3	9606.ENSP00000360538
P32239	9606.ENSP00000335544
Q9UNI1	9606.ENSP00000293636
P35499	9606.ENSP00000396320
P21673	9606.ENSP00000368572
P06870	9606.ENSP00000301420
P04004	9606.ENSP00000226218
P22459	9606.ENSP00000328511
P00736	9606.ENSP00000438615
Q9ULC6	9606.ENSP00000364620
Q86VU5	9606.ENSP00000361616
P33527	9606.ENSP00000382342
O43676	9606.ENSP00000237889
P47897	9606.ENSP00000307567
P43080	9606.ENSP00000377784
Q92930	9606.ENSP00000312734
P13861	9606.ENSP00000265563
P23975	9606.ENSP00000219833
Q15858	9606.ENSP00000386306
O14793	9606.ENSP00000260950
O60858	9606.ENSP00000348299
P16435	9606.ENSP00000419970
Q05586	9606.ENSP00000360608
Q9Y5R8	9606.ENSP00000302783
Q99928	9606.ENSP00000479113
P02794	9606.ENSP00000273550
P08637	9606.ENSP00000356946
P78559	9606.ENSP00000300231
Q9NS75	9606.ENSP00000282018
P78334	9606.ENSP00000359353
P48449	9606.ENSP00000380837
P01574	9606.ENSP00000369581
P00451	9606.ENSP00000353393
P48060	9606.ENSP00000266659
O00141	9606.ENSP00000356832
O95264	9606.ENSP00000260191
Q07869	9606.ENSP00000385523
Q12879	9606.ENSP00000379818
P11678	9606.ENSP00000225371
P07360	9606.ENSP00000224181
P98164	9606.ENSP00000263816
Q09470	9606.ENSP00000371985
P05107	9606.ENSP00000380948
Q13183	9606.ENSP00000392411
P49189	9606.ENSP00000346827
P33681	9606.ENSP00000264246
Q9BXI2	9606.ENSP00000239451
P22830	9606.ENSP00000372326
Q8IWL2	9606.ENSP00000397082
P53004	9606.ENSP00000385757
P00740	9606.ENSP00000218099
Q9Y478	9606.ENSP00000229328
P08631	9606.ENSP00000444986
P06132	9606.ENSP00000246337
P98170	9606.ENSP00000360242
P01100	9606.ENSP00000306245
Q9Y286	9606.ENSP00000323328
P42892	9606.ENSP00000364028
P50213	9606.ENSP00000299518
P22557	9606.ENSP00000332369
Q12866	9606.ENSP00000295408
O00469	9606.ENSP00000282903
Q86W47	9606.ENSP00000258111
Q99643	9606.ENSP00000356953
P49019	9606.ENSP00000436714
Q4U2R8	9606.ENSP00000367102
P47870	9606.ENSP00000274547
Q9NYR8	9606.ENSP00000466058
O00206	9606.ENSP00000363089
P14625	9606.ENSP00000299767
Q92569	9606.ENSP00000262741
P03950	9606.ENSP00000336762
Q494W8	9606.ENSP00000299847
P47872	9606.ENSP00000019103
P62917	9606.ENSP00000262584
Q16539	9606.ENSP00000229795
O14949	9606.ENSP00000367939
Q13085	9606.ENSP00000483300
P18509	9606.ENSP00000462647
P10176	9606.ENSP00000321260
P04075	9606.ENSP00000378669
P18850	9606.ENSP00000356919
P56524	9606.ENSP00000264606
Q12797	9606.ENSP00000368767
Q9BYF1	9606.ENSP00000389326
P62829	9606.ENSP00000420311
P20472	9606.ENSP00000216200
O95954	9606.ENSP00000291670
O60603	9606.ENSP00000260010
Q8NEB9	9606.ENSP00000262039
P31358	9606.ENSP00000363330
P49247	9606.ENSP00000283646
P00403	9606.ENSP00000354876
P05129	9606.ENSP00000263431
Q15118	9606.ENSP00000376352
P04275	9606.ENSP00000261405
P51812	9606.ENSP00000368884
P09429	9606.ENSP00000345347
P25774	9606.ENSP00000357981
P19113	9606.ENSP00000267845
P62136	9606.ENSP00000326031
P01019	9606.ENSP00000355627
P13639	9606.ENSP00000307940
O95190	9606.ENSP00000463013
P53779	9606.ENSP00000352157
O14763	9606.ENSP00000276431
Q99584	9606.ENSP00000357688
P25098	9606.ENSP00000312262
Q96C24	9606.ENSP00000362080
P17050	9606.ENSP00000379680
Q16620	9606.ENSP00000277120
O94768	9606.ENSP00000263955
Q14520	9606.ENSP00000277903
Q9NXA8	9606.ENSP00000476228
P51970	9606.ENSP00000362873
Q8IZS8	9606.ENSP00000419101
P09172	9606.ENSP00000376776
P98194	9606.ENSP00000421326
P07437	9606.ENSP00000339001
P10745	9606.ENSP00000463151
Q96RQ9	9606.ENSP00000472474
P16581	9606.ENSP00000331736
Q9GZR5	9606.ENSP00000358831
P68400	9606.ENSP00000217244
P14784	9606.ENSP00000216223
P17174	9606.ENSP00000359539
P0C0L5	9606.ENSP00000415941
P22460	9606.ENSP00000252321
Q99460	9606.ENSP00000309474
Q9Y2U5	9606.ENSP00000387246
P13716	9606.ENSP00000386284
Q9H2G2	9606.ENSP00000358770
P21549	9606.ENSP00000302620
Q04844	9606.ENSP00000293780
Q14571	9606.ENSP00000370744
Q9P0J0	9606.ENSP00000423673
Q14957	9606.ENSP00000293190
P04798	9606.ENSP00000369050
Q13362	9606.ENSP00000412324
Q99835	9606.ENSP00000249373
P19021	9606.ENSP00000306100
P02749	9606.ENSP00000205948
P51788	9606.ENSP00000265593
P54368	9606.ENSP00000473381
P32321	9606.ENSP00000349576
P06850	9606.ENSP00000276571
Q14627	9606.ENSP00000361004
Q9NSE4	9606.ENSP00000355889
P26639	9606.ENSP00000387710
P23560	9606.ENSP00000414303
P0CG47	9606.ENSP00000304697
Q9BZV2	9606.ENSP00000258403
O15169	9606.ENSP00000262320
P17600	9606.ENSP00000295987
P13727	9606.ENSP00000312134
P04406	9606.ENSP00000229239
P30556	9606.ENSP00000419422
O95180	9606.ENSP00000334198
Q9H1R3	9606.ENSP00000365162
Q13627	9606.ENSP00000381932
Q01726	9606.ENSP00000451605
Q8TCU5	9606.ENSP00000355155
O95363	9606.ENSP00000316335
P61769	9606.ENSP00000452780
P10606	9606.ENSP00000258424
Q9Y233	9606.ENSP00000438284
P15531	9606.ENSP00000337060
P10398	9606.ENSP00000290277
O75899	9606.ENSP00000259455
Q04760	9606.ENSP00000362463
O95749	9606.ENSP00000282841
O14841	9606.ENSP00000480476
P53674	9606.ENSP00000215939
Q7L266	9606.ENSP00000400057
O60391	9606.ENSP00000234389
P34995	9606.ENSP00000292513
O43677	9606.ENSP00000441126
P07451	9606.ENSP00000285381
P03891	9606.ENSP00000355046
Q8N8R3	9606.ENSP00000352167
P38435	9606.ENSP00000233838
O14983	9606.ENSP00000349595
Q9NUV7	9606.ENSP00000381968
P11229	9606.ENSP00000306490
P50135	9606.ENSP00000280097
P04070	9606.ENSP00000234071
Q9UQQ2	9606.ENSP00000345492
P48651	9606.ENSP00000430548
P52848	9606.ENSP00000261797
Q15375	9606.ENSP00000358309
P43026	9606.ENSP00000363492
O75251	9606.ENSP00000233627
P06746	9606.ENSP00000265421
Q9H598	9606.ENSP00000217420
O60656	9606.ENSP00000346768
P07384	9606.ENSP00000431984
Q9NPC2	9606.ENSP00000430676
Q9NSD9	9606.ENSP00000281828
Q9NSD5	9606.ENSP00000339260
P48039	9606.ENSP00000302811
Q96PF1	9606.ENSP00000389466
Q9BW92	9606.ENSP00000358060
P08217	9606.ENSP00000352639
Q99661	9606.ENSP00000361298
Q9GZZ6	9606.ENSP00000250699
O75600	9606.ENSP00000371110
Q14914	9606.ENSP00000385763
P02649	9606.ENSP00000252486
Q9HB21	9606.ENSP00000357986
P03923	9606.ENSP00000354665
P20823	9606.ENSP00000257555
O43674	9606.ENSP00000259037
P04234	9606.ENSP00000300692
P49585	9606.ENSP00000292823
P60568	9606.ENSP00000226730
P61457	9606.ENSP00000299299
P61927	9606.ENSP00000274242
Q03393	9606.ENSP00000280362
Q6N063	9606.ENSP00000380544
Q15800	9606.ENSP00000261507
Q6NUS8	9606.ENSP00000274278
P13674	9606.ENSP00000263556
P62508	9606.ENSP00000355904
O95045	9606.ENSP00000474090
P48544	9606.ENSP00000433295
O95237	9606.ENSP00000337224
P21554	9606.ENSP00000358513
P22695	9606.ENSP00000268379
P04150	9606.ENSP00000231509
P37268	9606.ENSP00000480828
P48061	9606.ENSP00000379140
P14061	9606.ENSP00000466799
P48664	9606.ENSP00000221742
P28335	9606.ENSP00000276198
Q15758	9606.ENSP00000444408
P17516	9606.ENSP00000369814
P05230	9606.ENSP00000480791
P04626	9606.ENSP00000269571
Q9Y5R2	9606.ENSP00000246186
Q16831	9606.ENSP00000330032
Q15031	9606.ENSP00000408576
Q9Y285	9606.ENSP00000320309
P20618	9606.ENSP00000262193
Q08188	9606.ENSP00000370867
Q14573	9606.ENSP00000363435
P34897	9606.ENSP00000333667
P53611	9606.ENSP00000317473
P43004	9606.ENSP00000278379
P47712	9606.ENSP00000356436
P08519	9606.ENSP00000321334
O14788	9606.ENSP00000381775
Q7Z4J2	9606.ENSP00000360829
P18031	9606.ENSP00000360683
Q96FL8	9606.ENSP00000270570
P00813	9606.ENSP00000361965
P05067	9606.ENSP00000284981
Q16478	9606.ENSP00000262895
Q6VVX0	9606.ENSP00000334592
P35228	9606.ENSP00000327251
Q96RP8	9606.ENSP00000221444
P17405	9606.ENSP00000340409
P32320	9606.ENSP00000364212
P04054	9606.ENSP00000312286
O15460	9606.ENSP00000384999
P48775	9606.ENSP00000444788
Q13698	9606.ENSP00000355192
P24347	9606.ENSP00000215743
P00390	9606.ENSP00000221130
Q13231	9606.ENSP00000356198
P40925	9606.ENSP00000438144
Q07817	9606.ENSP00000302564
P48443	9606.ENSP00000352900
P00533	9606.ENSP00000275493
O95069	9606.ENSP00000394033
O95644	9606.ENSP00000389377
P01303	9606.ENSP00000384364
Q9UNK4	9606.ENSP00000364246
O75460	9606.ENSP00000401445
Q01959	9606.ENSP00000270349
P51511	9606.ENSP00000219271
P36888	9606.ENSP00000241453
P43155	9606.ENSP00000315013
Q9Y666	9606.ENSP00000264930
P30872	9606.ENSP00000267377
P50613	9606.ENSP00000256443
P07814	9606.ENSP00000355890
P04179	9606.ENSP00000446252
Q16760	9606.ENSP00000264057
P42898	9606.ENSP00000365777
P06241	9606.ENSP00000346671
P31939	9606.ENSP00000236959
P08473	9606.ENSP00000418525
P35243	9606.ENSP00000226193
P02743	9606.ENSP00000255040
P09668	9606.ENSP00000220166
Q92947	9606.ENSP00000222214
P62258	9606.ENSP00000264335
P08700	9606.ENSP00000296870
P25787	9606.ENSP00000223321
P10827	9606.ENSP00000264637
Q8TD30	9606.ENSP00000345282
P50440	9606.ENSP00000379895
P06576	9606.ENSP00000262030
P49137	9606.ENSP00000356070
O60733	9606.ENSP00000333142
Q9NPA1	9606.ENSP00000319370
Q00536	9606.ENSP00000276052
Q8WXI7	9606.ENSP00000381008
P59796	9606.ENSP00000354581
P14927	9606.ENSP00000430494
Q8N159	9606.ENSP00000293404
P22748	9606.ENSP00000300900
P60174	9606.ENSP00000229270
O95881	9606.ENSP00000360688
P30049	9606.ENSP00000215375
P37088	9606.ENSP00000353292
Q8TCC7	9606.ENSP00000337335
O00555	9606.ENSP00000353362
P49368	9606.ENSP00000295688
P05771	9606.ENSP00000305355
P14735	9606.ENSP00000265986
P14778	9606.ENSP00000386380
P11509	9606.ENSP00000301141
O00264	9606.ENSP00000217971
P43405	9606.ENSP00000364907
P01031	9606.ENSP00000223642
P18847	9606.ENSP00000344352
P06737	9606.ENSP00000216392
P35610	9606.ENSP00000356591
P23258	9606.ENSP00000251413
P31645	9606.ENSP00000261707
P53778	9606.ENSP00000215659
P31639	9606.ENSP00000327943
Q9ULK0	9606.ENSP00000330148
P07864	9606.ENSP00000437783
Q13133	9606.ENSP00000477707
Q8N119	9606.ENSP00000357798
P19961	9606.ENSP00000354610
P09467	9606.ENSP00000408025
P23786	9606.ENSP00000360541
O75865	9606.ENSP00000006275
P35625	9606.ENSP00000266085
P54219	9606.ENSP00000387549
P33261	9606.ENSP00000360372
O14792	9606.ENSP00000002596
P61158	9606.ENSP00000263238
P07766	9606.ENSP00000354566
Q99456	9606.ENSP00000251643
Q9Y259	9606.ENSP00000384400
Q92781	9606.ENSP00000257895
P16444	9606.ENSP00000376807
P48066	9606.ENSP00000254488
P48745	9606.ENSP00000259526
P35346	9606.ENSP00000293897
P47985	9606.ENSP00000306397
Q92769	9606.ENSP00000430432
Q6PI48	9606.ENSP00000355086
Q13126	9606.ENSP00000369519
Q16558	9606.ENSP00000274629
P23743	9606.ENSP00000328405
O15270	9606.ENSP00000216484
P62942	9606.ENSP00000383003
P50406	9606.ENSP00000289753
Q8NFJ5	9606.ENSP00000014914
P04632	9606.ENSP00000246533
P05023	9606.ENSP00000445306
P43119	9606.ENSP00000291294
P35568	9606.ENSP00000304895
P05412	9606.ENSP00000360266
O60894	9606.ENSP00000254661
Q14353	9606.ENSP00000403536
Q06187	9606.ENSP00000483570
P34096	9606.ENSP00000452245
O75908	9606.ENSP00000301466
P42684	9606.ENSP00000427562
P28072	9606.ENSP00000270586
P11230	9606.ENSP00000304290
O60488	9606.ENSP00000339787
P08235	9606.ENSP00000350815
P19883	9606.ENSP00000256759
Q9BYV1	9606.ENSP00000231420
Q9HB55	9606.ENSP00000222382
Q7LG56	9606.ENSP00000251810
Q16651	9606.ENSP00000319730
P23368	9606.ENSP00000321070
Q8NER1	9606.ENSP00000461007
P46098	9606.ENSP00000347754
P29377	9606.ENSP00000369547
P54278	9606.ENSP00000265849
P13612	9606.ENSP00000380227
P09012	9606.ENSP00000243563
P51681	9606.ENSP00000292303
P52732	9606.ENSP00000260731
Q02643	9606.ENSP00000320180
P09455	9606.ENSP00000232219
Q9HCS2	9606.ENSP00000448998
P02768	9606.ENSP00000295897
Q9UKG9	9606.ENSP00000413575
P30926	9606.ENSP00000261751
P16066	9606.ENSP00000357669
P46597	9606.ENSP00000370639
Q16853	9606.ENSP00000312326
P22310	9606.ENSP00000362508
Q9HBH5	9606.ENSP00000370648
Q14145	9606.ENSP00000171111
P00558	9606.ENSP00000362413
