"phenotype"	"phenotypeLabel"
"http://purl.obolibrary.org/obo/MP_0003245"	"abnormal GABAergic neuron morphology"
"http://purl.obolibrary.org/obo/MP_0003289"	"abnormal intestinal peristalsis"
"http://purl.obolibrary.org/obo/MP_0003368"	"decreased circulating glucocorticoid level"
"http://purl.obolibrary.org/obo/MP_0003420"	"delayed intramembranous bone ossification"
"http://purl.obolibrary.org/obo/MP_0003856"	"abnormal hindlimb stylopod morphology"
"http://purl.obolibrary.org/obo/MP_0003957"	"abnormal nitric oxide homeostasis"
"http://purl.obolibrary.org/obo/MP_0003968"	"abnormal growth hormone level"
"http://purl.obolibrary.org/obo/MP_0004092"	"absent Z line"
"http://purl.obolibrary.org/obo/MP_0004343"	"small scapula"
"http://purl.obolibrary.org/obo/MP_0004400"	"abnormal cochlear outer hair cell number"
"http://purl.obolibrary.org/obo/MP_0004494"	"abnormal synaptic glutamate release"
"http://purl.obolibrary.org/obo/MP_0004774"	"abnormal bile salt level"
"http://purl.obolibrary.org/obo/MP_0004896"	"abnormal endometrium morphology"
"http://purl.obolibrary.org/obo/MP_0005241"	"abnormal retinal ganglion layer morphology"
"http://purl.obolibrary.org/obo/MP_0005346"	"abnormal circulating aldosterone level"
"http://purl.obolibrary.org/obo/MP_0005354"	"abnormal ilium morphology"
"http://purl.obolibrary.org/obo/MP_0005640"	"abnormal mean corpuscular hemoglobin concentration"
"http://purl.obolibrary.org/obo/MP_0006007"	"abnormal basal ganglion morphology"
"http://purl.obolibrary.org/obo/MP_0006382"	"abnormal lung epithelium morphology"
"http://purl.obolibrary.org/obo/MP_0008052"	"abnormal serous gland morphology"
"http://purl.obolibrary.org/obo/MP_0008054"	"abnormal uterine NK cell morphology"
"http://purl.obolibrary.org/obo/MP_0008077"	"abnormal CD8-positive, alpha-beta T cell number"
"http://purl.obolibrary.org/obo/MP_0008091"	"decreased T-helper 2 cell number"
"http://purl.obolibrary.org/obo/MP_0008104"	"abnormal amacrine cell number"
"http://purl.obolibrary.org/obo/MP_0008167"	"increased B-1a cell number"
"http://purl.obolibrary.org/obo/MP_0008277"	"abnormal sternum ossification"
"http://purl.obolibrary.org/obo/MP_0008562"	"increased interferon-alpha secretion"
"http://purl.obolibrary.org/obo/MP_0008662"	"abnormal interleukin-12 secretion"
"http://purl.obolibrary.org/obo/MP_0008837"	"increased transforming growth factor beta level"
"http://purl.obolibrary.org/obo/MP_0008882"	"abnormal enterocyte physiology"
"http://purl.obolibrary.org/obo/MP_0009101"	"clitoris hypoplasia"
"http://purl.obolibrary.org/obo/MP_0009337"	"abnormal splenocyte number"
"http://purl.obolibrary.org/obo/MP_0009541"	"increased thymocyte apoptosis"
"http://purl.obolibrary.org/obo/MP_0009819"	"abnormal circulating androgen level"
"http://purl.obolibrary.org/obo/MP_0009959"	"abnormal cerebellar hemisphere morphology"
"http://purl.obolibrary.org/obo/MP_0010080"	"abnormal hepatocyte physiology"
"http://purl.obolibrary.org/obo/MP_0010289"	"increased urinary system tumor incidence"
"http://purl.obolibrary.org/obo/MP_0010960"	"abnormal compact bone mass"
"http://purl.obolibrary.org/obo/MP_0011117"	"abnormal susceptibility to weight gain"
"http://purl.obolibrary.org/obo/MP_0011385"	"abnormal testosterone level"
"http://purl.obolibrary.org/obo/MP_0011851"	"abnormal embryonic cloaca development"
"http://purl.obolibrary.org/obo/MP_0012035"	"abnormal b-wave shape"
"http://purl.obolibrary.org/obo/MP_0012088"	"abnormal midbrain size"
"http://purl.obolibrary.org/obo/MP_0012437"	"increased Harderian gland tumor incidence"
"http://purl.obolibrary.org/obo/MP_0012488"	"decreased cerebellum dentate nucleus size"
"http://purl.obolibrary.org/obo/MP_0012765"	"decreased alpha-beta T cell number"
"http://purl.obolibrary.org/obo/MP_0013005"	"decreased enteric neural crest cell proliferation"
"http://purl.obolibrary.org/obo/MP_0013292"	"embryonic lethality prior to organogenesis"
"http://purl.obolibrary.org/obo/MP_0013386"	"enlarged Meibomian gland"
"http://purl.obolibrary.org/obo/MP_0013411"	"abnormal Langerhans cell number"
"http://purl.obolibrary.org/obo/MP_0013656"	"abnormal hematopoietic cell morphology"
"http://purl.obolibrary.org/obo/MP_0013760"	"abnormal T-helper cell morphology"
"http://purl.obolibrary.org/obo/MP_0013943"	"abnormal ureter topology"
"http://purl.obolibrary.org/obo/MP_0014122"	"decreased pancreatic islet cell apoptosis"
"http://purl.obolibrary.org/obo/MP_0020152"	"abnormal oocyte number"
"http://purl.obolibrary.org/obo/MP_0020194"	"abnormal glycosphingolipid level"
"http://purl.obolibrary.org/obo/HP_0001002"	"obsolete Decreased subcutaneous fat"
"http://purl.obolibrary.org/obo/HP_0010969"	"Abnormality of glycolipid metabolism"
"http://purl.obolibrary.org/obo/MP_0000761"	"thin diaphragm muscle"
"http://purl.obolibrary.org/obo/MP_0000792"	"abnormal cortical marginal zone morphology"
"http://purl.obolibrary.org/obo/MP_0000826"	"abnormal third ventricle morphology"
"http://purl.obolibrary.org/obo/MP_0000873"	"thin external granule cell layer"
"http://purl.obolibrary.org/obo/MP_0001107"	"decreased Schwann cell number"
"http://purl.obolibrary.org/obo/MP_0002351"	"abnormal cervical lymph node morphology"
"http://purl.obolibrary.org/obo/MP_0002622"	"abnormal cochlear hair cell morphology"
"http://purl.obolibrary.org/obo/MP_0002915"	"abnormal synaptic depression"
"http://purl.obolibrary.org/obo/MP_0003690"	"abnormal glial cell physiology"
"http://purl.obolibrary.org/obo/MP_0003726"	"decreased autoantibody level"
"http://purl.obolibrary.org/obo/MP_0003959"	"abnormal lean body mass"
"http://purl.obolibrary.org/obo/MP_0004395"	"increased cochlear inner hair cell number"
"http://purl.obolibrary.org/obo/MP_0004509"	"abnormal pelvic girdle bone morphology"
"http://purl.obolibrary.org/obo/MP_0005472"	"abnormal triiodothyronine level"
"http://purl.obolibrary.org/obo/MP_0006099"	"thin cerebellar granule layer"
"http://purl.obolibrary.org/obo/MP_0006208"	"lethality throughout fetal growth and development"
"http://purl.obolibrary.org/obo/MP_0008327"	"abnormal corticotroph morphology"
"http://purl.obolibrary.org/obo/MP_0010472"	"abnormal ascending aorta and coronary artery attachment"
"http://purl.obolibrary.org/obo/MP_0011101"	"prenatal lethality, incomplete penetrance"
"http://purl.obolibrary.org/obo/MP_0011300"	"abnormal juxtaglomerular cell morphology"
"http://purl.obolibrary.org/obo/MP_0011634"	"abnormal mitochondrial inner membrane morphology"
"http://purl.obolibrary.org/obo/MP_0012316"	"enhanced conditioning behavior"
"http://purl.obolibrary.org/obo/MP_0012697"	"abnormal maternal body weight gain"
"http://purl.obolibrary.org/obo/MP_0013592"	"small thymus cortex"
"http://purl.obolibrary.org/obo/MP_0014069"	"abnormal skeletal muscle glycogen level"
"http://purl.obolibrary.org/obo/MP_0014121"	"increased pancreatic islet cell apoptosis"
"http://purl.obolibrary.org/obo/HP_0003421"	"obsolete Platyspondyly (childhood)"
"http://purl.obolibrary.org/obo/HP_0430029"	"Hyperplasia of the premaxilla"
"http://purl.obolibrary.org/obo/MP_0001163"	"abnormal prostate gland anterior lobe morphology"
"http://purl.obolibrary.org/obo/MP_0003401"	"enlarged tail bud"
"http://purl.obolibrary.org/obo/MP_0003964"	"abnormal noradrenaline level"
"http://purl.obolibrary.org/obo/MP_0003966"	"abnormal adrenocorticotropin level"
"http://purl.obolibrary.org/obo/MP_0004078"	"abnormal caudate nucleus morphology"
"http://purl.obolibrary.org/obo/MP_0006319"	"abnormal epididymal fat pad morphology"
"http://purl.obolibrary.org/obo/MP_0008185"	"decreased naive B cell number"
"http://purl.obolibrary.org/obo/MP_0008585"	"absent photoreceptor outer segment"
"http://purl.obolibrary.org/obo/MP_0008668"	"abnormal interleukin-12b secretion"
"http://purl.obolibrary.org/obo/MP_0009724"	"ectopic nipples"
"http://purl.obolibrary.org/obo/MP_0009748"	"abnormal behavioral response to addictive substance"
"http://purl.obolibrary.org/obo/MP_0010371"	"abnormal epiglottis morphology"
"http://purl.obolibrary.org/obo/MP_0012024"	"abnormal nephron morphogenesis"
"http://purl.obolibrary.org/obo/MP_0013671"	"abnormal mature NK cell number"
"http://purl.obolibrary.org/obo/MP_0000886"	"abnormal cerebellar granule layer morphology"
"http://purl.obolibrary.org/obo/MP_0002735"	"abnormal chemical nociception"
"http://purl.obolibrary.org/obo/MP_0003097"	"abnormal tendon stiffness"
"http://purl.obolibrary.org/obo/MP_0004101"	"abnormal brain interneuron morphology"
"http://purl.obolibrary.org/obo/MP_0004629"	"abnormal spiral modiolar artery morphology"
"http://purl.obolibrary.org/obo/MP_0005130"	"decreased follicle stimulating hormone level"
"http://purl.obolibrary.org/obo/MP_0008131"	"abnormal Peyer's patch number"
"http://purl.obolibrary.org/obo/MP_0008678"	"increased interleukin-16 secretion"
"http://purl.obolibrary.org/obo/MP_0008750"	"abnormal interferon level"
"http://purl.obolibrary.org/obo/MP_0009340"	"abnormal splenocyte apoptosis"
"http://purl.obolibrary.org/obo/MP_0011074"	"abnormal macrophage nitric oxide production"
"http://purl.obolibrary.org/obo/MP_0011611"	"abnormal circulating ghrelin level"
"http://purl.obolibrary.org/obo/MP_0011827"	"impaired neuron differentiation"
"http://purl.obolibrary.org/obo/MP_0013714"	"abnormal mammary gland number"
"http://purl.obolibrary.org/obo/MP_0020115"	"abnormal sphingosine level"
"http://purl.obolibrary.org/obo/MP_0001696"	"failure to gastrulate"
"http://purl.obolibrary.org/obo/MP_0003411"	"abnormal vein development"
"http://purl.obolibrary.org/obo/MP_0008347"	"decreased gamma-delta T cell number"
"http://purl.obolibrary.org/obo/MP_0008677"	"abnormal interleukin-16 secretion"
"http://purl.obolibrary.org/obo/MP_0009107"	"abnormal pancreas weight"
"http://purl.obolibrary.org/obo/MP_0009169"	"pancreatic islet hypoplasia"
"http://purl.obolibrary.org/obo/MP_0013544"	"abnormal merocrine gland morphology"
"http://purl.obolibrary.org/obo/MP_0013700"	"abnormal mature NK cell morphology"
"http://purl.obolibrary.org/obo/MP_0020163"	"increased susceptibility to virus induced diabetes"
"http://purl.obolibrary.org/obo/MP_0009625"	"abnormal abdominal lymph node morphology"
"http://purl.obolibrary.org/obo/HP_0004248"	"Abnormality of the lunate bone"
"http://purl.obolibrary.org/obo/HP_0007748"	"obsolete Irido-fundal coloboma"
"http://purl.obolibrary.org/obo/MP_0000464"	"increased presacral vertebrae number"
"http://purl.obolibrary.org/obo/MP_0002982"	"abnormal primordial germ cell migration"
"http://purl.obolibrary.org/obo/MP_0004182"	"abnormal spermiation"
"http://purl.obolibrary.org/obo/MP_0005189"	"abnormal anogenital distance"
"http://purl.obolibrary.org/obo/MP_0005529"	"abnormal renal vascular resistance"
"http://purl.obolibrary.org/obo/MP_0005579"	"absent outer ear"
"http://purl.obolibrary.org/obo/MP_0008105"	"increased amacrine cell number"
"http://purl.obolibrary.org/obo/MP_0008808"	"decreased spleen iron level"
"http://purl.obolibrary.org/obo/MP_0009946"	"abnormal olfactory bulb layer morphology"
"http://purl.obolibrary.org/obo/MP_0010809"	"abnormal club cell morphology"
"http://purl.obolibrary.org/obo/MP_0011499"	"abnormal glomerular capsule space morphology"
"http://purl.obolibrary.org/obo/MP_0012288"	"abnormal paradoxical sleep pattern"
"http://purl.obolibrary.org/obo/MP_0012320"	"abnormal body fat mass"
"http://purl.obolibrary.org/obo/MP_0020164"	"abnormal quadriceps weight"
"http://purl.obolibrary.org/obo/HP_0011911"	"Abnormality of metacarpophalangeal joint"
"http://purl.obolibrary.org/obo/HP_0030313"	"Abnormal periosteum morphology"
"http://purl.obolibrary.org/obo/HP_0040203"	"Abnormal CSF neopterin level"
"http://purl.obolibrary.org/obo/MP_0003730"	"abnormal photoreceptor inner segment morphology"
"http://purl.obolibrary.org/obo/MP_0004081"	"abnormal globus pallidus morphology"
"http://purl.obolibrary.org/obo/MP_0004987"	"abnormal osteoblast cell number"
"http://purl.obolibrary.org/obo/MP_0008209"	"decreased pre-B cell number"
"http://purl.obolibrary.org/obo/MP_0008215"	"decreased immature B cell number"
"http://purl.obolibrary.org/obo/MP_0008280"	"abnormal male germ cell apoptosis"
"http://purl.obolibrary.org/obo/MP_0010401"	"increased skeletal muscle glycogen level"
"http://purl.obolibrary.org/obo/MP_0010510"	"absent P wave"
"http://purl.obolibrary.org/obo/MP_0011214"	"increased brain copper level"
"http://purl.obolibrary.org/obo/MP_0012023"	"decreased melanocyte number"
"http://purl.obolibrary.org/obo/MP_0012217"	"increased plasmalogen level"
"http://purl.obolibrary.org/obo/MP_0012300"	"abnormal umbilical cord blood vessel morphology"
"http://purl.obolibrary.org/obo/MP_0013004"	"abnormal enteric neural crest cell proliferation"
"http://purl.obolibrary.org/obo/MP_0013405"	"increased circulating lactate level"
"http://purl.obolibrary.org/obo/MP_0020042"	"abnormal glucose-6-phosphate dehydrogenase activity"
"http://purl.obolibrary.org/obo/HP_0004255"	"Small trapezium"
"http://purl.obolibrary.org/obo/HP_0030361"	"Abnormal circulating eicosanoid concentration"
"http://purl.obolibrary.org/obo/HP_0200011"	"Abnormal length of corpus callosum"
"http://purl.obolibrary.org/obo/MP_0002367"	"abnormal thymus lobule morphology"
"http://purl.obolibrary.org/obo/MP_0002562"	"obsolete prolonged circadian period"
"http://purl.obolibrary.org/obo/MP_0003538"	"abnormal hymen development"
"http://purl.obolibrary.org/obo/MP_0005203"	"abnormal trabecular meshwork morphology"
"http://purl.obolibrary.org/obo/MP_0006420"	"abnormal peritubular myoid cell morphology"
"http://purl.obolibrary.org/obo/MP_0008184"	"abnormal naive B cell morphology"
"http://purl.obolibrary.org/obo/MP_0008897"	"decreased IgG2c level"
"http://purl.obolibrary.org/obo/MP_0009123"	"abnormal brown fat cell lipid droplet size"
"http://purl.obolibrary.org/obo/MP_0011138"	"abnormal lung endothelial cell proliferation"
"http://purl.obolibrary.org/obo/MP_0011445"	"abnormal renal protein reabsorption"
"http://purl.obolibrary.org/obo/MP_0012779"	"abnormal brain cholesterol level"
"http://purl.obolibrary.org/obo/MP_0020239"	"abnormal skeletal muscle cell apoptosis"
"http://purl.obolibrary.org/obo/MP_0002861"	"abnormal tail bud morphology"
"http://purl.obolibrary.org/obo/MP_0004267"	"abnormal optic tract morphology"
"http://purl.obolibrary.org/obo/MP_0004977"	"increased B-1 B cell number"
"http://purl.obolibrary.org/obo/MP_0008207"	"decreased B-2 B cell number"
"http://purl.obolibrary.org/obo/MP_0008843"	"absent subcutaneous adipose tissue"
"http://purl.obolibrary.org/obo/MP_0010241"	"abnormal aortic arch development"
"http://purl.obolibrary.org/obo/MP_0010282"	"decreased organ/body region tumor incidence"
"http://purl.obolibrary.org/obo/MP_0012670"	"prolonged somite segmentation clock period"
"http://purl.obolibrary.org/obo/MP_0014052"	"increased male germ cell apoptosis"
"http://purl.obolibrary.org/obo/HP_0008628"	"Abnormality of the stapes"
"http://purl.obolibrary.org/obo/HP_0025461"	"Abnormal cell morphology"
"http://purl.obolibrary.org/obo/HP_0007924"	"Slow decrease in visual acuity"
"http://purl.obolibrary.org/obo/HP_0010620"	"Malar prominence"
"http://purl.obolibrary.org/obo/HP_0002254"	"Intermittent diarrhea"
"http://purl.obolibrary.org/obo/HP_0010648"	"Dermal translucency"
"http://purl.obolibrary.org/obo/HP_0001414"	"Microvesicular hepatic steatosis"
"http://purl.obolibrary.org/obo/HP_0002403"	"Positive Romberg sign"
"http://purl.obolibrary.org/obo/HP_0007366"	"Atrophy/Degeneration affecting the brainstem"
"http://purl.obolibrary.org/obo/HP_0001718"	"Mitral stenosis"
"http://purl.obolibrary.org/obo/HP_0001863"	"Toe clinodactyly"
"http://purl.obolibrary.org/obo/HP_0002506"	"Diffuse cerebral atrophy"
"http://purl.obolibrary.org/obo/HP_0011863"	"Abnormal sternal ossification"
"http://purl.obolibrary.org/obo/HP_0025420"	"Diffuse alveolar hemorrhage"
"http://purl.obolibrary.org/obo/HP_0000816"	"Abnormality of Krebs cycle metabolism"
"http://purl.obolibrary.org/obo/HP_0003316"	"Butterfly vertebrae"
"http://purl.obolibrary.org/obo/HP_0100518"	"Dysuria"
"http://purl.obolibrary.org/obo/HP_0011937"	"Hypoplastic fifth toenail"
"http://purl.obolibrary.org/obo/HP_0000558"	"Rieger anomaly"
"http://purl.obolibrary.org/obo/HP_0100571"	"Cardiac diverticulum"
"http://purl.obolibrary.org/obo/HP_0001498"	"Carpal bone hypoplasia"
"http://purl.obolibrary.org/obo/HP_0030955"	"Alcoholism"
"http://purl.obolibrary.org/obo/HP_0000001"	"All"
"http://purl.obolibrary.org/obo/HP_0000024"	"Prostatitis"
"http://purl.obolibrary.org/obo/HP_0000031"	"Epididymitis"
"http://purl.obolibrary.org/obo/HP_0000042"	"Absent external genitalia"
"http://purl.obolibrary.org/obo/HP_0000070"	"Ureterocele"
"http://purl.obolibrary.org/obo/HP_0000117"	"Renal phosphate wasting"
"http://purl.obolibrary.org/obo/HP_0000131"	"Uterine leiomyoma"
"http://purl.obolibrary.org/obo/HP_0000166"	"Severe periodontitis"
"http://purl.obolibrary.org/obo/HP_0000197"	"Abnormal parotid gland morphology"
"http://purl.obolibrary.org/obo/HP_0000205"	"Pursed lips"
"http://purl.obolibrary.org/obo/HP_0000206"	"Glossitis"
"http://purl.obolibrary.org/obo/HP_0000255"	"Acute sinusitis"
"http://purl.obolibrary.org/obo/HP_0000265"	"Mastoiditis"
"http://purl.obolibrary.org/obo/HP_0000295"	"Doll-like facies"
"http://purl.obolibrary.org/obo/HP_0000300"	"Oval face"
"http://purl.obolibrary.org/obo/HP_0000317"	"Facial myokymia"
"http://purl.obolibrary.org/obo/HP_0000362"	"Otosclerosis"
"http://purl.obolibrary.org/obo/HP_0000371"	"Acute otitis media"
"http://purl.obolibrary.org/obo/HP_0000376"	"Incomplete partition of the cochlea type II"
"http://purl.obolibrary.org/obo/HP_0000472"	"Long neck"
"http://purl.obolibrary.org/obo/HP_0000484"	"Hyperopic astigmatism"
"http://purl.obolibrary.org/obo/HP_0000531"	"Corneal crystals"
"http://purl.obolibrary.org/obo/HP_0000537"	"Epicanthus inversus"
"http://purl.obolibrary.org/obo/HP_0000547"	"obsolete Tapetoretinal degeneration"
"http://purl.obolibrary.org/obo/HP_0000619"	"Impaired convergence"
"http://purl.obolibrary.org/obo/HP_0000620"	"Dacryocystitis"
"http://purl.obolibrary.org/obo/HP_0000642"	"Red-green dyschromatopsia"
"http://purl.obolibrary.org/obo/HP_0000660"	"Lipemia retinalis"
"http://purl.obolibrary.org/obo/HP_0000700"	"Periapical bone loss"
"http://purl.obolibrary.org/obo/HP_0000743"	"Frontal release signs"
"http://purl.obolibrary.org/obo/HP_0000749"	"Paroxysmal bursts of laughter"
"http://purl.obolibrary.org/obo/HP_0000756"	"Agoraphobia"
"http://purl.obolibrary.org/obo/HP_0000793"	"Membranoproliferative glomerulonephritis"
"http://purl.obolibrary.org/obo/HP_0000841"	"Hyperactive renin-angiotensin system"
"http://purl.obolibrary.org/obo/HP_0000849"	"Adrenocortical abnormality"
"http://purl.obolibrary.org/obo/HP_0000852"	"Pseudohypoparathyroidism"
"http://purl.obolibrary.org/obo/HP_0000860"	"Parathyroid hypoplasia"
"http://purl.obolibrary.org/obo/HP_0000866"	"Euthyroid multinodular goiter"
"http://purl.obolibrary.org/obo/HP_0000867"	"Secondary hyperparathyroidism"
"http://purl.obolibrary.org/obo/HP_0000891"	"Cervical ribs"
"http://purl.obolibrary.org/obo/HP_0000892"	"Bifid ribs"
"http://purl.obolibrary.org/obo/HP_0000897"	"Rachitic rosary"
"http://purl.obolibrary.org/obo/HP_0000999"	"Pyoderma"
"http://purl.obolibrary.org/obo/HP_0001008"	"Accumulation of melanosomes in melanocytes"
"http://purl.obolibrary.org/obo/HP_0001014"	"Angiokeratoma"
"http://purl.obolibrary.org/obo/HP_0001038"	"Warfarin-induced skin necrosis"
"http://purl.obolibrary.org/obo/HP_0001046"	"Intermittent jaundice"
"http://purl.obolibrary.org/obo/HP_0001047"	"Atopic dermatitis"
"http://purl.obolibrary.org/obo/HP_0001067"	"Neurofibromas"
"http://purl.obolibrary.org/obo/HP_0001070"	"Mottled pigmentation"
"http://purl.obolibrary.org/obo/HP_0001076"	"Glabellar hemangioma"
"http://purl.obolibrary.org/obo/HP_0001084"	"Corneal arcus"
"http://purl.obolibrary.org/obo/HP_0001085"	"Papilledema"
"http://purl.obolibrary.org/obo/HP_0001089"	"Iris atrophy"
"http://purl.obolibrary.org/obo/HP_0001094"	"Iridocyclitis"
"http://purl.obolibrary.org/obo/HP_0001101"	"Iritis"
"http://purl.obolibrary.org/obo/HP_0001104"	"Macular hypoplasia"
"http://purl.obolibrary.org/obo/HP_0001114"	"Xanthelasma"
"http://purl.obolibrary.org/obo/HP_0001115"	"Posterior polar cataract"
"http://purl.obolibrary.org/obo/HP_0001118"	"Juvenile cataract"
"http://purl.obolibrary.org/obo/HP_0001125"	"Transient unilateral blurring of vision"
"http://purl.obolibrary.org/obo/HP_0001126"	"Cryptophthalmos"
"http://purl.obolibrary.org/obo/HP_0001128"	"Trichiasis"
"http://purl.obolibrary.org/obo/HP_0001132"	"Lens subluxation"
"http://purl.obolibrary.org/obo/HP_0001134"	"Anterior polar cataract"
"http://purl.obolibrary.org/obo/HP_0001135"	"Chorioretinal dystrophy"
"http://purl.obolibrary.org/obo/HP_0001139"	"Choroideremia"
"http://purl.obolibrary.org/obo/HP_0001140"	"Limbal dermoid"
"http://purl.obolibrary.org/obo/HP_0001142"	"Lenticonus"
"http://purl.obolibrary.org/obo/HP_0001144"	"Orbital cyst"
"http://purl.obolibrary.org/obo/HP_0001147"	"Retinal exudate"
"http://purl.obolibrary.org/obo/HP_0001149"	"Lattice corneal dystrophy"
"http://purl.obolibrary.org/obo/HP_0001245"	"Small thenar eminence"
"http://purl.obolibrary.org/obo/HP_0001248"	"Short tubular bones of the hand"
"http://purl.obolibrary.org/obo/HP_0001304"	"Torsion dystonia"
"http://purl.obolibrary.org/obo/HP_0001312"	"Giant somatosensory evoked potentials"
"http://purl.obolibrary.org/obo/HP_0001404"	"Hepatocellular necrosis"
"http://purl.obolibrary.org/obo/HP_0001405"	"Periportal fibrosis"
"http://purl.obolibrary.org/obo/HP_0001442"	"Somatic mosaicism"
"http://purl.obolibrary.org/obo/HP_0001465"	"Amyotrophy involving the shoulder musculature"
"http://purl.obolibrary.org/obo/HP_0001466"	"Contiguous gene syndrome"
"http://purl.obolibrary.org/obo/HP_0001470"	"Sex-limited autosomal dominant"
"http://purl.obolibrary.org/obo/HP_0001472"	"obsolete Familial predisposition"
"http://purl.obolibrary.org/obo/HP_0001489"	"Posterior vitreous detachment"
"http://purl.obolibrary.org/obo/HP_0001491"	"Congenital fibrosis of extraocular muscles"
"http://purl.obolibrary.org/obo/HP_0001530"	"Mild postnatal growth retardation"
"http://purl.obolibrary.org/obo/HP_0001544"	"Prominent umbilicus"
"http://purl.obolibrary.org/obo/HP_0001555"	"Asymmetry of the thorax"
"http://purl.obolibrary.org/obo/HP_0001571"	"Multiple impacted teeth"
"http://purl.obolibrary.org/obo/HP_0001575"	"Mood changes"
"http://purl.obolibrary.org/obo/HP_0001583"	"Rotary nystagmus"
"http://purl.obolibrary.org/obo/HP_0001604"	"Vocal cord paresis"
"http://purl.obolibrary.org/obo/HP_0001607"	"Subglottic stenosis"
"http://purl.obolibrary.org/obo/HP_0001615"	"Hoarse cry"
"http://purl.obolibrary.org/obo/HP_0001648"	"Cor pulmonale"
"http://purl.obolibrary.org/obo/HP_0001664"	"Torsade de pointes"
"http://purl.obolibrary.org/obo/HP_0001685"	"Myocardial fibrosis"
"http://purl.obolibrary.org/obo/HP_0001688"	"Sinus bradycardia"
"http://purl.obolibrary.org/obo/HP_0001700"	"Myocardial necrosis"
"http://purl.obolibrary.org/obo/HP_0001706"	"Endocardial fibroelastosis"
"http://purl.obolibrary.org/obo/HP_0001708"	"Right ventricular failure"
"http://purl.obolibrary.org/obo/HP_0001709"	"Third degree atrioventricular block"
"http://purl.obolibrary.org/obo/HP_0001727"	"Thromboembolic stroke"
"http://purl.obolibrary.org/obo/HP_0001735"	"Acute pancreatitis"
"http://purl.obolibrary.org/obo/HP_0001742"	"Nasal obstruction"
"http://purl.obolibrary.org/obo/HP_0001757"	"High-frequency sensorineural hearing impairment"
"http://purl.obolibrary.org/obo/HP_0001788"	"Premature rupture of membranes"
"http://purl.obolibrary.org/obo/HP_0001791"	"Fetal ascites"
"http://purl.obolibrary.org/obo/HP_0001803"	"Nail pits"
"http://purl.obolibrary.org/obo/HP_0001839"	"Split foot"
"http://purl.obolibrary.org/obo/HP_0001849"	"Foot oligodactyly"
"http://purl.obolibrary.org/obo/HP_0001897"	"Normocytic anemia"
"http://purl.obolibrary.org/obo/HP_0001900"	"Increased hemoglobin"
"http://purl.obolibrary.org/obo/HP_0001905"	"Congenital thrombocytopenia"
"http://purl.obolibrary.org/obo/HP_0001908"	"Hypoplastic anemia"
"http://purl.obolibrary.org/obo/HP_0001913"	"Granulocytopenia"
"http://purl.obolibrary.org/obo/HP_0001922"	"Vacuolated lymphocytes"
"http://purl.obolibrary.org/obo/HP_0001929"	"Reduced factor XI activity"
"http://purl.obolibrary.org/obo/HP_0001937"	"Microangiopathic hemolytic anemia"
"http://purl.obolibrary.org/obo/HP_0001953"	"Diabetic ketoacidosis"
"http://purl.obolibrary.org/obo/HP_0001960"	"Hypokalemic metabolic alkalosis"
"http://purl.obolibrary.org/obo/HP_0001963"	"Abnormal speech discrimination"
"http://purl.obolibrary.org/obo/HP_0001971"	"Hypersplenism"
"http://purl.obolibrary.org/obo/HP_0001975"	"Decreased platelet glycoprotein IIb-IIIa"
"http://purl.obolibrary.org/obo/HP_0001980"	"Megaloblastic bone marrow"
"http://purl.obolibrary.org/obo/HP_0001981"	"Schistocytosis"
"http://purl.obolibrary.org/obo/HP_0001984"	"Intolerance to protein"
"http://purl.obolibrary.org/obo/HP_0001996"	"Chronic metabolic acidosis"
"http://purl.obolibrary.org/obo/HP_0002044"	"Zollinger-Ellison syndrome"
"http://purl.obolibrary.org/obo/HP_0002048"	"Renal cortical atrophy"
"http://purl.obolibrary.org/obo/HP_0002108"	"Spontaneous pneumothorax"
"http://purl.obolibrary.org/obo/HP_0002152"	"Hyperproteinemia"
"http://purl.obolibrary.org/obo/HP_0002190"	"Choroid plexus cyst"
"http://purl.obolibrary.org/obo/HP_0002195"	"Dysgenesis of the cerebellar vermis"
"http://purl.obolibrary.org/obo/HP_0002196"	"Myelopathy"
"http://purl.obolibrary.org/obo/HP_0002203"	"Respiratory paralysis"
"http://purl.obolibrary.org/obo/HP_0002218"	"Silver-gray hair"
"http://purl.obolibrary.org/obo/HP_0002229"	"obsolete Alopecia areata"
"http://purl.obolibrary.org/obo/HP_0002232"	"Patchy alopecia"
"http://purl.obolibrary.org/obo/HP_0002243"	"Protein-losing enteropathy"
"http://purl.obolibrary.org/obo/HP_0002248"	"Hematemesis"
"http://purl.obolibrary.org/obo/HP_0002268"	"Paroxysmal dystonia"
"http://purl.obolibrary.org/obo/HP_0002271"	"obsolete Autonomic dysregulation"
"http://purl.obolibrary.org/obo/HP_0002277"	"Horner syndrome"
"http://purl.obolibrary.org/obo/HP_0002281"	"obsolete Gray matter heterotopias"
"http://purl.obolibrary.org/obo/HP_0002287"	"Progressive alopecia"
"http://purl.obolibrary.org/obo/HP_0002290"	"Poliosis"
"http://purl.obolibrary.org/obo/HP_0002297"	"Red hair"
"http://purl.obolibrary.org/obo/HP_0002335"	"Agenesis of cerebellar vermis"
"http://purl.obolibrary.org/obo/HP_0002340"	"Caudate atrophy"
"http://purl.obolibrary.org/obo/HP_0002341"	"Cervical cord compression"
"http://purl.obolibrary.org/obo/HP_0002343"	"Normal pressure hydrocephalus"
